sentence,label
The main focus areas of the Social Dialogue 2.0 going forward will be:1 . Working in changing times Looking at the working environment to inspire innovation and serve as a starting point for discussion around change initiatives .,0
Allianz Global Investors Asia Pacific Limited is not licensed to provide financial services to retail clients in Australia .,0
"the internal campaign “ Fight the Energy Monsters ” in the year under review requires that BRENNTAGWE plan and perform the assurance engage ment t o allow BRENNTAGWE to conclude with limited assurance that nothing has come to BRENNTAGWE attention that causes BRENNTAGWE to believe that SUSTAINABILITY REPORT FOR THE FINANCIAL YEAR 2018 REPORT has not been prepared , in all material aspects , in accordance with § § 315b and 315c in conjunction with 289c to 289e HGB .",0
Life / Health offers savings and investment oriented products in addition to life and health insurance .,0
"Using in depth risk and trend analyses , DHL Express assess potential business security risks and develop appropriate measures to protect DHL Express logistics systems and networks .",0
"Alongside suppliers and customers , worldwideBrenntag can create a cycle that conserves resources and reduces costs .",0
"Deutsche Post also strive to make the jobs , working models and manage ment responsibilities Deutsche Post offer more attractive to women .",1
"Now , however , Continental AG have developed a 48 volt hybrid system that boasts features similar to those of a high- voltage electric drive system , namely 48 -volt high -power technology .",0
"Water For People champions access to high - quality drinking water and sanitation worldwide by drawing on the support of local communities , companies and governments .",1
", BRENNTAGWE has been a member of the chem - ical industry ’s “ Together for Sustainability ” initiative ( TfS ) – as the first and , so far , only chemical distributor .",0
"Furthermore , Our HRRS will work towards ensuring that the human rights of employees at we Tier 1 suppliers and — via a risk based approach beyond the ﬁrst Tier — at suppliers of products .",1
Deutsche Post DHL Group data protection management helps Deutsche Post DHL Group meet the demanding requirements of Deutsche Post DHL Group stakeholders .,0
BRENNTAG SE made the best of 2020 and can see the opportunities BRENNTAG SE have . >,0
"PROMOTING ETHICAL STANDARDSThe Allianz Broker Remuneration Principles state that , ‚Äò ALLIANZ GROUP commits ALLIANZ GROUP not to devise or agree to remuneration schemes which are aimed at inducing Brokers to act to the detriment of ALLIANZ GROUP customers or to distort fair competition ‚Äô .",0
"Because Deutsche Post DHL Group drivers and delivery personnel are out on public roads and highways on a daily basis , our drivers and delivery personnel are exposed to hazardous situations caused by third parties whose behavior Deutsche Post DHL Group can not influence .",0
In Germany and Europe Deutsche Post DHL Group focus mainly on the challenges associated with demographic change .,0
"As operator of one of the industry ’s largest fleets o f green vehicles , Deutsche Post DHL Group are official logistics partner of the FIA Formula E C hampionship racing series .",0
ALLIANZ GROUP could not contribute to Meaningful change if ALLIANZ GROUP automatically withdrew ALLIANZ GROUP investments .,0
"As part of Capital Markets Union ( CMU , ALLIANZ GROUP welcomes the introduction of a Pan European Pension Product ( PEPP ) and engages in the development process with relevant stakeholders .",0
Deutsche Post DHL Group cooperate with a n umber of establishments and institutions on the full range of Deutsche Post DHL Group CR activities and develop common solutions and positions on specific issues .,0
"The Management Board and CEO , the Global HR Executive Committee , and other senior management bodies such as the Group Reputational Risk Committee and the Enterprise Risk Management as well as the Supervisory Board ‚Äôs Integrity Committee are regularly informed about current sustainability topics and developments .",0
"In this way , DHL Express generate and secure business potential , contri buting directly to DHL Express long term business success .",0
"The Economic Parameters section in our Annual Report 2011 reports on Deutsche Post AG business activity in the markets and trade routes in which Deutsche Post AG operate , along with the associated trade volumes .",0
Environmental Risk Management focuses on the following areas : – # transform .,0
"ALLIANZ GROUP has significant stakes in various economies , companies , infrastructure and real estate that are , or will be , affected by the physical impact of climate change and by the transition to a low carbon economy , which can directly influence the ability of assets to generate long term value .",0
"In 2019 , Deutsche Post DHL Group will focus on preparing the rollout of the selection criteria throughout Deutsche Post DHL Group , with specific reference to the technical require ments of the different divisions .",1
our ﬁrst model under the EQ brand name — the all electric Mercedes Benz EQC is powered via an electric axle with electric motors mounted near the wheel hubs .,0
"In the Private Bank , Deutsche Bank serve a broad range of clients : Private Bank Germany covers private clients in Germany ‚Äôs with two strong and complementar y brands : Deutsche Bank and Postbank .",0
The Responsible Business Practice ( RBP ) Council ensures a strategic approach and cor responding standards for responsible business practice .,0
The new applicant plat -form is thus a further indicator of the wide - ranging diversity that worldwideBrenntag has to offer .,0
HelloFresh are committed to tracking and reducing HelloFresh overall amount of packaging .,1
"In 2015 the Operations Board , a committee made up of division executives under the leadership of the CEO , which among other things is also responsible for managing and developing occupational safety KPIs met five times to discuss and approve the following measures in t he area of occupational safety : Development and i m plementation of the OHS P olicy Statement within the GroupDeutsche P ost DHL Gr oup Corpor ate Responsibility Report 2015 EMPLO YEES & WORKPLA CE 60Alignment of methodology for accident rate calculation to international standards Implementation of DHL Improvement of coverage rates for recording key performance data Formulation of effective targets for reducing the work related accident rate Employee Relations Impact Assessments will now be i m plemented by the responsible parties in e ach division , with support from Deutsche Post DHL Group occupational safety experts .",0
"While postal privacy has always been an integral part of the service Deutsche Post provide , compliance with data protection standards is today the defining feature of newer products such as E Postbrief or digitalization services .",0
"The Continental Executive Board is firmly committed to the Corporate Go vernance Principles , the Corpo rate Guidelines ( BASICS ) , our Corporate Social Responsibility Princi ples and the Code of Conduct as a basis for its continuous fight against corruption and bribery and that of ‚Äú zero tolerance , ‚Äù particularly with regard to corruption and antitrust violations .",0
"2017An obligatory , global training module on Brenntag ’s Code of Business Conduct and Ethics is a translation of the original German version .",0
"With 488,824 employees , Deutsche Post DHL Group are one of the world ’s largest employers .",0
"Drawing on Allianz Global Investors toolkit of capabilities , Allianz Global Investors create solutions that help clients achieve clients investment objectives ‚Äì both today and in the future .",0
ALLIANZ GROUP managing risk and delivering returns for ALLIANZ GROUP clients,0
"Global Forwarding , Freight In the Global Forwarding business unit , Express apply a sys tematic customer feedback approach to further improve Express offering .",0
The Supervisory Board has 20 members : 10 shareholder representatives who are elected by the Annual General Meeting and 10 employee representatives who are elected by employees in accordance with the provisions of the German Codetermination Act .,0
"confirmed means that for the first time BRENNTAG SE have n’t set a rela -tive reduction target anymore ( i.e. per warehouse ton sold ) , but rather an absolute reduction target .",0
"Deutsche Post DHL Group are also developing the Human Resources board department wide platforms and processes to drive collaboration , for example , for operational processes and for developing Deutsche Post DHL Group management level employees .",1
"If HelloFresh become aware of unethical work practices such as child labor , forced labor and human trafficking in HelloFresh supply chain , HelloFresh consider unethical work practices such as child labor , forced labor and human trafficking in our supply chain grounds for terminating the supplier relationship and report unethical work practices such as child labor , forced labor and human trafficking in our supply chain to the relevant authorities .",1
Deutsche Post DHL Group recommend to Deutsche Post DHL Group to develop key performance indicators for all remaining material sustainability aspects .,1
"our Art , Culture & Sports Policy defines controlprinciples and responsibilities for art- , culture- , and sports related activities at our .Innovating at PalaisPopulaireIn September 2018 , our launched PalaisPopulaireIn .",0
"Outside Germany as well , the support Deutsche Post provide employees in the area of career family balance often goes well beyond local legal requirements .",0
three focus areas shape what ALLIANZ GROUP deliver through the five key roles ALLIANZ GROUP play in society .,0
"the C orporate Safety & Health unit within the executive department of Human Relations and Sustainability performs regular risk analyses and uses regular risk analyses as a basis to formulate group -wide requirements for occupational safety , occupational medicine , health management , ergonomics , and hazardous substance management .",0
"DHL Express foster dialogue through the use of new , interact- i ve offerings and DHL Express support collaboration and networking with innovative applications in DHL Express Group wide corporate intranet .",1
With committed Express promote Deutsche Post DHL Group long term growth and secure jobs worldwide .,1
"In addition , Deutsche Post DHL Group have created two committees that are comprised of external experts who contribute their perspectives and expertise : Responsible Business Practice ( RBP ) Working Group Group wide dialogue related to existing and new CR issues takes place in Post business unit .",0
"At BRENNTAG SE more than 670 sites in 77 countries , BRENNTAG SE employs people from over 100 dif -ferent nations .",0
"Within A Corporate Sustainability Council , Continental AG is prioritizing a combined approach , which involves extending the worldwide emissions trading system and at the same time investing the money acquired through extending in the expansion of broadband technology to improve energy efficiency and reduce emissions .",0
"Through GOHELP , GOTEACH & EMPLOYEE COMMUNITY INVOLVEMENT GoTeach program , GOHELP , GOTEACH & EMPLOYEE COMMUNITY INVOLVEMENT help achieve long term improvements in educational opportunity and employability for young people worldwide .",1
"Deutsche Post DHL Group focus first and foremost on measures to reduce energy and fuel consumption – by replacing older aircraft with newer , more fuel- efficient models , implementing smart network design and capacity planning and through energy efficient buildings , for example – before turning to environmentally sustainable energy and fuel sources .",0
Deutsche Post DHL Group see Deutsche Post DHL Group suppliers as more than just transport service providers or external agents who deliver the goods Deutsche Post DHL Group need .,0
 Supervisory Board Members and committees Managing corporate responsibility The Corporate Center and Global Business Services are responsible for defining standards for responsible corporate governance .,0
"When securing DHL Express IT systems , DHL Express focus on the three underlying principles of information security :",0
"In doing so , Deutsche Post have exceeded Deutsche Post target for 2017 by one index point .",0
"Since October 2014 , BRENNTAGWE has been involved in various working groups within Brenntag Latin Ameri -ca ’s comprehensive CASA programme and currently has “ onboarding ” status , while working to meet all of Together for Sustainability ” initiative ( TfS ’ admissibility criteria .",0
"Deutsche Post DHL Group – Corporate Responsibility Report 2016 MISSION 2050 : ZERO EMISSIONS “ As a global company , DHL Express have a special responsibility to the environment and need to set an example .",1
"SHARED VALUE / GREEN EFFICIENCY MANAGEMENT / ENERGY MANAGEMENT IN BUILDINGS GREEN EFFICIENCY MANAGEMENT IN BUILDINGS Deutsche Post DHL Group occupies approximately 12,000 inter company sites worldwide , which include office buildings , mail and parcel centers and logistics warehouses .",0
"OUR can create new training programs , for example , to avoid future manpower shortages .",1
", ALLIANZ GROUP are encouraging other companies ‚Äì both within ALLIANZ GROUP sector and beyond ‚Äì to step up and improve other companies ‚Äì both within our sector and beyond ‚Äì climate strategies and other companies ‚Äì both within our sector and beyond ‚Äì climate disclosure as well as further develop ALLIANZ GROUP own .",0
"Th e 2015 our DHL Express business esults show that Deutsche Post DHL Group are slightly above the external average in t he category “ Employee Engagement “ , while results in KP Is clearly exceeded the external benchmark .",0
"GOHELP , GOTEACH & EMPLOYEE COMMUNITY INVOLVEMENT rely on our employees , who dedicate their time and expertise , and collaborate with established partner organizations time and expertise , and collaborate with established partner organizations to carry out TEN YEARS OF DEUTSCHE POST DHL FORUM , allowing GOHELP , GOTEACH & EMPLOYEE COMMUNITY INVOLVEMENT to maximize TEN YEARS OF DEUTSCHE POST DHL FORUM impact .",0
DHL Express want to promote a corporate culture built on the principles of tolerance and respect .,1
"Furthermore , there are no Capex plans to upgrade a Taxonomy - eligible economic activity to become Taxono -my - aligned or to expand a Taxonomy - eligible economic activity ( “ category b ” acc . to Sect . 1.1.2.2 of Annex I to the EU ’s General Data Protection Regulation ( GDPR ) . 8 Delegated Act).Only “ category c ” Capex and Opex can therefore qualify as Taxonomy - eligible , i.e. Capex / Opex related to the pur -chase of output from Taxonomy - eligible economic activi -ties and individual measures to improve energy efficiency that are listed in the Delegated Climate Act ( Sect . 1.1.2.2 . ( c ) of Annex I to the Art . BRENNTAG SE ) .",0
"In addition , ALLIANZ GROUP internal asset managers Allianz Global Investors and PIMCO as well as ALLIANZ GROUP industrial insurer Allianz Global Corporate and Specialty are active stewards on climate related matters .",0
The management of Continental AG is geared toward creating added value and ensuring a wellbalanced financing structure .,0
BRENNTAGWE report on the total number of confirmed compliance incidents .,0
"To make the most of the opportunities , ALLIANZ GROUP are partnering with digital businesses to distribute and expand ALLIANZ GROUP reach in many markets , for example through mobile phone based insurance solutions . Read the Emerging Consumers 2017 report online .",0
"Since 2017 , the Rubber Group has also been responsible for the preliminary audit of non financial reporting and for the engage -ment of an auditor for an auditor review , if any .",0
NFRep 2020 : Overview of non -financial goals Please provide your bank ‚Äôs conclusion / statement if your bank ‚Äôs has fulfilled the requirements regarding Target Setting Deutsche Bank acknowledges and continues to analyze Deutsche Bank significant ( potentially ) negative impacts .,0
"As a provider of a full - line product portfolio and as a “ one - stop shop ” , BRENNTAG SE plays a key role in the chemical industry ’s value chain and , as a strategic partner , contributes to greater efficiency .",0
"DHL Express understand that as members of a global logistics com pany and , by extension , a global logistics com pany supply chains , each and every one of DHL Express employees should be protected from epidemics and other external health risks .",1
Deutsche Post DHL Group is responsible for the management of Deutsche Post DHL Group .,0
Deutsche Post DHL Group want every child to have a family and a home .,1
"Going forward , ALLIANZ GROUP will focus over 150 million Euro more towards lifelong employability and digital skills .",0
"And it is also in line with BRENNTAGMr Kohlpaintner self - image that worldwideBrenntag operate sustainably in a dual sense , namely with a view to the future and in the interests of worldwideBrenntag stakeholders .",0
"Throughout 2017 , ALLIANZ GROUP reviewed the retail product portfolios of 18 operating entities based on quantitative criteria and further refined how ALLIANZ GROUP identify products that could lead to a negative impact for the client / customer .",0
Deutsche Post DHL Group act on our greatest achievement so far in this area through Deutsche Post DHL Group Group wide environmental protection program .,0
Deutsche Post DHL Group are in ongoing dialogue with the key rating agencies for Deutsche Post DHL Group and take the key rating agencies assessments into account in Deutsche Post DHL Group management approaches .,0
One of the goals of Deutsche Post Strategy 2015 is to become the Employer of Choice .,1
Allianz Global Investors has implemented procedures and controls to prevent money laundering and terrorist financing .,0
"Via the dual education and training system , BRENNTAG SE are currently training 80 apprentices to become management assistants in wholesale and foreign trade , office managers , IT experts , management assistants in operations logistics , warehouse staff , laboratory tech - nicians and process mechanics .",0
"At BRENNTAG SE , BRENNTAG SE want to create a working environment where each employee can recognize and take advantage of the development opportunities that exist within BRENNTAG SE .",1
BRENNTAGWE are bound by the highest standards in the industry and adopt policies which often exceed the statutory requirements .,0
"prevailing national laws and regulations include : n Internationally accepted anti corruption standards and principles , such as those laid down in the United Nations Global Compact n Applicable anti corruption and bribery laws , such as the US Foreign Corrupt Practices Act ( FCPA ) and the UK Bribery Act DHL Express also adhere to the principles laid down in the World Economic Forum ’s Partnering Against Corruption Initia tive ( PACI ) .",0
ALLIANZ GROUP want ALLIANZ GROUP customers to see ALLIANZ GROUP as a company whose heart beats for our customers .,0
"Furthermore , Deutsche Bank respond to International Labour Organizationrecommendations by structuring Deutsche Bank climate risk chapter accordingly , Deutsche Bank initiated numerous sustainability -related processes in 2020 that Deutsche Bank plan to e xpand across our business in 2021 .",0
"ALLIANZ GROUP focuses ALLIANZ GROUP investments on promoting lifelong learning , employability and digital skills .",0
Turn assist system from Continental AG protects cyclists and pedestrians,0
Deutsche Post DHL Group have also introduced a r eporting process for data privacy violations .,0
"With extensive and highly effective processes to ensure the stability of the Group even in times of change in place , Deutsche Post DHL Group can focus Deutsche Post DHL Group attention on future opportunities .",0
"In 2013 OUR achieved an efficiency gain of two percentage points over the baseline year 2007 and , overall , OUR have already improved OUR carbon efficiency by 18 % .",0
Corporate ALLIANZ GROUPclimate related financial disclosureRisk06Data and performanceMeeting customers ‚Äô needs and protecting customers information is crucial to ALLIANZ GROUP being the most trusted partner in insurance and investments .,0
"Deutsche Post DHL Group are further increasing connectivity within Deutsche Post DHL Group organization in order to deliver consistent , first class service to Deutsche Post DHL Group customers .",1
"If complaints or concerns related to products manufactured or distributed by Continental AG arise , the appropriate processes are established according , for instance , to the company directive on product integrity .",0
"Successful expansion of Green Freight Europe Founded in 2012 , Green Freight Europe aims to generate market incentives for companies to procure “ green ” transport services as a way to reduce fuel consumption in road freight transport and achieve long term reductions in both greenhouse gas emissions and transport costs along the entire supply chain .",1
MSCI ESG Research establishes group wide United Nations initiatives and drives the United Nations topics and messages that are to be embedded in business division and infrastructure function culture plans .,0
"As Deutsche Post operate in so many countries throughout the world , Deutsche Post must comply with a wide range of data protection rules and regulations .",0
"The key processes within The Compliance Management System include the identification of potential compliance risks , evaluation of business partners with regard to compliance , coordination of The Compliance Management System for reporting potential violations of law or policy , management of policies and guidelines and the development and implementation of compliance training and communication measures .",0
"The target horizon for establishing Social Intranet at Daimler in companies in which Daimler holds a majority share , including program management , monitoring , and reporting , is 2020 .",1
"With OUR Delphi Dialog 2020 discussion series , OUR has established OUR own format for exploring future relevant issues and challenges .",0
"Third , Deutsche Post DHL Group want over 50 % of Deutsche Post DHL Group sales to incorporate Green Solutions .",1
"W ith a n etwork that spans the globe , DHL are one of the leading providers in o ur business segments .",0
"Deutsche Post DHL Group has been reporting on the environment , HR matters and corporate responsibility since 2003 .",0
THE SUPERVISORY BOARD meets at least twice every half ca lendar year .,0
"Responsible procurement04.9 Corporate citizenship05Allianz ‚Äôs climate related financial disclosureRisk06Data and ALLIANZ GROUP participates in regular , open exchange with political stakeholders to maximize ALLIANZ GROUP positive contribution to societal and industry specific challenges .",0
"Since traditional financial services infrastructure is not established in many markets , digitalization offers a major opportunity for ALLIANZ GROUP emerging consumer segment .",0
"„ When Deutsche Post DHL Group people lend a hand in disaster zones , help promote educational equity and opportunity for young people , or get involved in our Group wide Investment Policy , become shows that Deutsche Post DHL Group are part of the Postal Sector – and want to do Deutsche Post DHL Group part to improve the Postal Sector .",0
"In fact , half of Deutsche Post DHL Group Supervisory Board consists of elected employee representatives .",0
Allianz Global Investors Sustainability Report 2020201 does not constitute a public offer by virtue of Act Number 26.831 of the Argentine Republic and General Resolution No . 622/2013 of the NSC .,0
"Moreover , ALLIANZ GROUP does not offer insurance for coal power plants or mines and requires all companies from both ALLIANZ GROUP Property & Casualty ( P&C ) insurance as well as proprietary investment portfolio to fully phase out coal by 2040 at the latest .",1
"For buildings owned by Deutsche Post DHL Group or leased properties with longer periods of use , Deutsche Post DHL Group have defined minimum environmental standards ; for suitable new sites , one of Deutsche Post DHL Group goals is to obtain internationally recognized certification .",1
EMPLOYEE ENGAGEMENT ALLIANZ GROUP seek employee feedback and respond to Some 88 million customers in more than 70 markets ideas and concerns to keep ALLIANZ GROUP people committed and to benefit the organization .,0
"the Audit Committee has audited the four strategic focus areas of clean mobility , climate protection , circular econo my and sustainable supply chains , for which the respective challenges have been defined and the separate financial statements for more than 30 years .",0
Through Deutsche Post DHL Group voluntary activities Deutsche Post DHL Group directly influence the communities in which Deutsche Post DHL Group live and do business .,0
"As the world ’s leading mail and logistics company , Express see Express selves as a key driver in the transportation sector when it comes to developing and deploying innovative technolo gies and processes .",0
"In order to foster internal careers and to ensure the emer -gence of a new generation of BRENNTAG SE managers and experts , BRENNTAG SE use a global concept for identifying high- potential employees .",0
How do worldwideBrenntag provide suitable opportunities for personnel development in terms of the “ qualified workforce of tomorrow ” ? We can currently see how the world – including the world of work – is changing faster and faster .,0
Deutsche Post offer flexible working models which vary according to operational needs and require- ments .,0
Brenntag AG aims to initiate around 200 assessments per year from 2015 onwards and to review the findings .,1
Deutsche Post do not report on Key performance indicators ( KPIs ) and target objectives in full because Key performance indicators ( KPIs ) and target objectives contain sensitive infor mation pertaining to Deutsche Post business .,0
ALLIANZ GROUP aim to lead ALLIANZ GROUP industry on integrating THE SDGS into ALLIANZ GROUP insurance and investment businesses as part of ALLIANZ GROUP everyday decision making .,1
"Accordingly , worldwideBrenntag do not explicitly report the number of complaints relating to data protection measures .",0
"Com- mitted to both credibility and transparency , the Group shall not try to mask this shortcoming by providing superficial treatment of issues for which the Group currently have no solutions .",0
"As a leading global investor , ALLIANZ GROUP are convinced that a strong approach towards ESG management is key to mitigating our risks and seizing opportunities .",0
"For instance , in North and Latin America , Brenntag AG provides finan -cial support for the local fire brigade , police and emergency services , as well as equipment and technical expertise in the form of joint exercises and sem -inars .",0
"Deutsche Bank employees in the vast majority of countries where Deutsche Bank operates have access to extensive Employee Assistance Programs , including counselling services that can provide important support in challenging , stressful times .",0
One of the reasons why Deutsche Post DHL Group are so closely involved in t he FIA Formula E e lectric racing championship is that Deutsche Post DHL Group are interested in s eeing whether it can support a commercial breakthrough in e lectric vehicle technology .,1
Deutsche Post DHL Group are therefore committed to working closely with Deutsche Post DHL Group stakeholders to fin d wa ys of operating that generate less noise .,1
THE RESULTS : WHERE DOES ALLIANZ GROUP HAVE ALLIANZ GROUP GREATEST POSITIVE IMPACT?The,0
"At ¬† the same time , Allianz Global Investors seek to make a positive contribution to society as a whole .",1
"In signing up to the United Nations Global Com -pact ( UNGC , Brenntag AG has undertaken to enshrine ten principles in the fields of human rights , labour standards , environmen -tal protection and fighting corruption as an integral part of Brenntag AG corporate strategy .",0
", worldwideBrenntag try to think along the principles of the Group - wide compliance management system reduce , reuse , recycle , rethink and to use the principles of the circular economy across the entire value chain .",0
"To Understanding , Deutsche Post AG engage with as many stakeholders on a continuous basis and in the process gain new insights and ideas that flow into shaping measures and strategic formulations and defining the thematic focus of Deutsche Post AG reports .",0
"By participating in the UN Global Compact , Deutsche Bank have committed Deutsche Bank to preserving internationally recognized human rights , creating socially acceptable working conditions , protecting the environment , and fighting corruption .",0
"the Executive Board see the Russian dandelion plant as an important alternative and supple -ment to conventional natural rubber as the Russian dandelion plant will enable the Executive Board not only to meet the growing global demand for rubber by reliable means , but also to make tire production more sustainable and environmentally friendly .",0
"both defined benefit and defined contribution pension plans for the employees of the Brenntag Group vary depending on the legal , tax and economic circumstances in the individual coun - tries and the employees of the Brenntag Group years of service with the company and pay grade .",0
"Deutsche Post AG know from health sciences research that the prevalence of chronic illnesses , such as cardiovascular disease or musculoskeletal disorders , increases significantly in older age groups .",0
"DHL Express develop innovative efficiency measures tailored to specific regions and areas of activity ; innovative efficiency measures tailored to specific regions and areas of activity are then implemented to improve fuel efficiency , optimize DHL Express networks and routes , and i m prove the energy efficiency of DHL Express buildings .",0
"In the Global Forwarding business unit , Deutsche Post DHL Group use customer feedback to systematically improve Deutsche Post DHL Group offering .",0
"BRENNTAGWE compliance programme focuses particularly on observing 2018The Code of Business Conduct and Ethics , anti -trust law requirements , anti - corruption and environmental and health protection , since it is here that BRENNTAGWE sees the greatest risks .",0
"Key responsibilities of the Chairman ‚Äôs Com -mittee are preparing the appointment of Executive Board mem -bers and concluding , terminating and amending Executive Board mem -bers employ -ment contracts and other agreements with Executive Board mem -bers .",0
"Through the payment of taxes and other duties to federal , state and local authorities in m any countries , Deutsche Post DHL Group helps finance infrastructure maintenance and expansion world wide .",0
"Overview of projects and partner com - panies : Circular Economy /Grüner Punkt ( reported on in 2018 ) /Alumichem ( reported on in 2019 ) /GEAR ( see below ) /SafeChem ( see below ) /Schütz IBCs ( reported on in 2018 ) CO2 Compensation /Shell ( see page 7–8 ) Efficiency / use of resources /Gas Engine Service Program ( reported on in 2018 ) /Dow ( see below ) Sustainable products /BASF ( closed and reported on in 2016 ) /Alphashield ( see below ) PRACTICAL EXAMPLES Following the successful completion of SCOPE 3 /Alumichem , BRENNTAG SE have been involved in the joint project GEAR since December 2020 .",0
Centers of Experts help Vehicles with alternative drive systems address overarching topics such as machine safety and the handling of hazardous materials .,0
OUR goal in the Supervisory Board is to further enhance the business performance of OUR and OUR divisions .,1
As The pandemic progressed our employees outstanding dedication ensured that Deutsche Bank and the vast majority of Deutsche Bank clients were able to continue doing business smoothly . Deutsche Bank overriding priority from the very beginning has been to protect the health of Deutsche Bank staff .,0
"Sustainability strategy ‚Äì Deutsche Bank ambition : be a leader in sustainability ‚Äì Management Board Sustainability Committee established GRI 102- 27 Deutsche Bank has long been c ommitted to sustainability and in recent years sustainability has steadily gained importance in Deutsche Bank discussions with investors , clients , and the broader public .",0
"Depending on the body structure used , our ﬁrst model under the EQ brand name — the all electric Mercedes Benz EQC can serve as a ride sharing vehicle for up to /one.fitted / two.fitted passengers or as a cargo transport van that can hold as many as ten Euro pallets .",0
"In addition , Deutsche Post DHL Group consider the recommendations of the independent experts who make up theSustainability Advisory Council .",0
In the medium term Deutsche Post aim to achieve a consistent improvement in the approval rating across Deutsche Post .,1
"For example , ALLIANZ GROUP are working with ALLIANZ GROUP peers through the Insurance Development Forum to pilot insurance approaches that allow governments in countries vulnerable to climate change to provide better shelter to governments in countries vulnerable to climate change population .",0
"Compliance principles Deutsche Post AG is a member of the UN Global Compact and respects Deutsche Post AG ten principles on human rights , labor , the environment and anti corruption .",0
"BRENNTAG SE want to be considered a responsible partner not just among BRENNTAG SE suppliers , but also by the local communities in the neighbourhood .",1
So far the company have signed bilateral memoranda of understanding with 11 countries in disaster prone regions .,0
the Supervisory Board have taken another big step forward by establishing the Sustainability Committee of Deutsche Bank .,0
"Before Deutsche Post DHL Group was established , most people thought Deutsche Post DHL Group would not work .",0
"In United States , our partner , Plastic Bank reviews all people metrics on diversity in HelloFresh organization and often shares updates on Employee Resource Groups ( ERGs ) .",0
"Launched in 2016 , ALLIANZ GROUP Encouraging Future Generations Program aims to break down barriers facing children and young people by boosting ALLIANZ GROUP reach in ALLIANZ GROUP operating countries and investing in social ventures to increase a number of companies where there may be material ESG risks and concerns ‚Äì ranging from toxic emissions and waste to child labor and negative impacts on communities impact and create a multiplying effect .",0
Previous reporting Deutsche Post AG has been reporting on sustainability and corporate responsi- bility since 2004 .,0
"Composition of the Supervisory Board of Continental AG by age Total 30 or less 0 30 to 49 years 1 50 to 59 years 10 More than 60 years 9 In accordance with the Articles of Incorporation , the Supervisory Board of Continental AG must set a target quota of women on the Executive Board and a deadline for achieving a target quota of women on the Executive Board .",0
"In addition to introducing technical efficiency solutions , Deutsche Post DHL Group encou- rage employees to think and act responsibly with regard to resources and to make savings at Deutsche Post DHL Group sites .",1
"BRENNTAGWE endeavour to save resources or use resources optimally around the world , and to minimize the impact that BRENNTAGWE business activities have on the soil , water and air .",1
"ALLIANZ GROUP continue with ALLIANZ GROUP focus on reporting online , cross linking to the sustainability section of ALLIANZ GROUP website , the People Fact Book , the Tax Transparency Report , and ALLIANZ GROUP Annual Report , offering further extra financial information .",0
"To reduce the number of road deaths and amount of material damage as much as possible , Continental AG is always working on new systems that improve vehicle safety in all vehicle classes .",1
"For 2021 , BRENNTAG SE have set new specific targets which will be expanded further during 2021 as part of a long - term sustainability strategy .",1
Deutsche Post DHL Group are setting the standard for the future of the transport sector and doing Deutsche Post DHL Group part to help the world commu nity reach the world commu nity goal of limiting global warming to less than two degrees Celsius . “,1
"Deutsche Bank want to operate more sustainably , using state- of the- art technology and even better controls , within a culture where all staff can fulfil all staff potential .",1
"For Continental AG production employees , Continental AG offer specific and local training and further education programs worldwide that are designed to not only strengthen our production employees own qualifications and occupational safety , but also product quality .",0
"Nevertheless , Deutsche Post AG aim to report all of Deutsche Post AG environmental impacts , including Deutsche Post AG local impacts , and continuously reduce all of our environmental impacts .",1
Continental AG are distributed as follows ( share of purchasing volume ): ‚Ä∫ United Nations 40 % ‚Ä∫ Asia 38 % ‚Ä∫ North / Central America 18 % ‚Ä∫ Other 5 % Risk Management,0
ALLIANZ GROUP involvement in the United Nations convened Net Zero Asset Owner Alliance is particularly close to THE CEOOliver B√§teChief Executive Officer heart .,0
"Wherever possible , HelloFresh identifi es and grows leaders from within .",1
"DHL Express aim to continue with DHL Express vocational training pol- icy and plan to offer 2,472 new apprenticeship and study positions in 2017 .",1
"In cooperation with the United Nations ( UN ) , ALLIANZ GROUP will organize a symposium to explore specific opportunities for global investors to finance the SDGs and leverage and complement public finance .",0
ALLIANZ GROUP are also joining forces with other asset owners in encouraging companies to implement such pathways .,0
Deutsche Post DHL Group enable indi- viduals and companies to take part in global trade and contribute to economic development with Deutsche Post DHL Group product and service portfolio and Deutsche Post DHL Group near global presence .,0
"Water - intensive processes , such as hydrostatic BRENNTAG SE Sustainability Report 2021 30Environmental protectionCEO letterGlobal businessMore informationRatings and membershipsGovernanceEnvironmentSocialStrategy and managementAll of BRENNTAG SEsites implement suitable environmen -tal protection measures .",0
Deutsche Post AG continue to develop and improve Deutsche Post AG data protection practices .,0
No other location in BRENNTAG SE has managed to achieve produces so far .,0
The annual financial statements of Continental AG are prepared in accordance with the acco unting regulations of the German Commercial Code ( Handels gesetzbuch ‚Äì HGB ) .,0
"The last financial crisis still casts a long shadow on the asset management industry , and Allianz Global Investors must use this opportunity to build Allianz Global Investors clients ‚Äô trust and show Allianz Global Investors purpose .",0
"In return , Deutsche Post AG contribute Deutsche Post AG international experience in implementing prevention measures in the transport and logistics industries , and promote the further expansion of a Deutsche Post AG wide , cross border road safety network .",0
And it is Marco RiquelmeMorejob to monitor this in Marco RiquelmeMore area .,0
"ALLIANZ GROUP is dedicated to enhancing the maturity of the privacy program across ALLIANZ GROUP , as ALLIANZ GROUP commit to provide Digital by Default services .",1
